Group,TissueLabel,Pathway,PathwayDisplay,ComponentOrder,RequestedComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,FlightExpressionLog2NormalizedCount,ExpressionWithinTissueScaled,log2FoldChange,tissue_meta_p,padj,Log2FCDisplayed,NominalPDisplayed,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples,ExpressionLabel,Log2FCLabel,DisplayComponent,Log2FCFullLabel
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.51979295132038,0.593626707509794,0.0897082832861278,0.57205876578184,1,,FALSE,2,5,2,5,30,9.5,"",Brca2,+0.09
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.99703860592029,0.44921756154268,-0.15413551553444,0.180969613553036,0.474148738166691,,FALSE,2,2,2,2,15,7.0,"",Brca2,-0.15
Eye,"Eye
眼",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.43290761183393,0.5518390495145,0.174032657194165,0.0521055272162791,0.938045626871552,,FALSE,2,2,2,2,11,9.4,"",Brca2,+0.17
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.23304556332566,0.511458049861931,-0.187311574117464,0.164160561292011,0.84956588342769,,FALSE,1,1,1,1,9,9.2,"",Brca2,-0.19
Femoral skin,"Femoral skin
股部皮肤",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.40244340204747,0.608524299935667,0.150996123749598,0.636985533543148,1,,FALSE,1,1,1,1,2,9.4,"",Brca2,+0.15
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,5.22159529770047,0.37528479138548,-0.916286089793757,0.602160058234769,1,,FALSE,1,2,1,2,10,5.2,"",Brca2,-0.92
Heart,"Heart
心脏",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,5.29423975462918,0.39189051799887,0.379359589738704,0.429129616032119,0.952792148276736,,FALSE,1,1,1,1,3,5.3,"",Brca2,+0.38
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.77478662597764,0.483355964120835,0.0140641350922935,0.95746793697432,1,,FALSE,1,2,1,2,10,6.8,"",Brca2,+0.01
Kidney,"Kidney
肾脏",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.27673770782594,0.53353955148798,-0.0279103776553562,0.637536769564939,0.951349099685648,,FALSE,4,9,4,9,55,8.3,"",Brca2,-0.03
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,7.76722473319052,0.705171999565653,0.45449270337637,0.00664668649001855,0.112729072412114,0.45449270337637,TRUE,2,3,2,3,24,7.8,+0.45,Brca2,+0.45
Liver,"Liver
肝脏",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.96319387964721,0.574803477338349,-0.0775952432300605,0.707591210395081,1,,FALSE,3,5,3,5,19,7.0,"",Brca2,-0.08
Lung,"Lung
肺",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.12779337586938,0.47923079426305,0.143302803779227,0.438499897955567,1,,FALSE,1,2,1,2,14,8.1,"",Brca2,+0.14
Mammary gland,"Mammary gland
乳腺",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.49529215210203,0.552029772342875,-0.0935931698650146,0.700299689983175,0.96273590541728,,FALSE,1,2,1,2,10,8.5,"",Brca2,-0.09
Optic nerve,"Optic nerve
视神经",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.52955424132064,0.493766578926612,0.0268110695667017,0.934038921677472,1,,FALSE,1,1,1,1,5,8.5,"",Brca2,+0.03
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.78705869264935,0.441063845113053,0.257514013776871,0.242185140338311,0.498362583478787,,FALSE,1,1,1,1,9,6.8,"",Brca2,+0.26
Retina,"Retina
视网膜",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.30970523433675,0.756295521885808,0.153162531593098,0.124176316746995,0.52233684860985,,FALSE,4,4,4,4,27,9.3,"",Brca2,+0.15
Soleus,"Soleus
比目鱼肌",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.58842059687445,0.446554903032122,-0.106968710993491,0.894131256923699,0.942647719607129,,FALSE,3,3,3,3,18,6.6,"",Brca2,-0.11
Spleen,"Spleen
脾脏",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,9.06924147218944,0.557064918538866,0.518032347542948,0.0247690916770223,0.411646831184987,0.518032347542948,TRUE,1,1,1,1,9,9.1,+0.52,Brca2,+0.52
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.09167431648717,0.561673477971357,0.169232640093912,0.605487155995138,0.997562661888058,,FALSE,1,1,1,1,10,6.1,"",Brca2,+0.17
Thymus,"Thymus
胸腺",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,7.79233539285824,0.448885082509297,-0.77109436077736,1.07318178035053e-05,0.000384965102830954,-0.77109436077736,TRUE,3,4,3,4,23,7.8,-0.77,Brca2,-0.77
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,12,BRCA2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.2377455665501,0.409799654636128,-0.0356644022470763,0.887286555121704,1,,FALSE,1,1,1,1,9,6.2,"",Brca2,-0.04
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,6.28680151229866,0.115491777980963,-0.0296564373949815,0.799093155580749,0.945741321038747,,FALSE,2,2,2,2,14,6.3,"",Bard1,-0.03
Bone marrow,"Bone marrow
骨髓",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,9.42612641668443,0.765854853782131,-0.399284958620051,1.63896678736677e-05,0.000454386675916452,-0.399284958620051,TRUE,1,1,1,1,6,9.4,-0.40,Bard1,-0.40
Cecum,"Cecum
盲肠",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,6.13561778850198,0.144169250504771,-0.210664171726624,0.454921476473745,1,,FALSE,1,1,1,1,5,6.1,"",Bard1,-0.21
Cerebellum,"Cerebellum
小脑",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,4.37668048489983,0,0.0334921943164065,0.917079450435499,0.989400518163501,,FALSE,1,1,1,1,9,4.4,"",Bard1,+0.03
Colon,"Colon
结肠",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.38542629607542,0.0878659776349093,0.218828468730305,0.387167694782371,1,,FALSE,1,1,1,1,4,7.4,"",Bard1,+0.22
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.65280896810691,0.125715896062141,-0.05269799736241,0.943543315289545,1,,FALSE,2,5,2,5,30,7.7,"",Bard1,-0.05
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.3545847571985,0,0.427492321710149,0.0886540665508615,0.315475038065769,,FALSE,2,2,2,2,15,3.4,"",Bard1,+0.43
Eye,"Eye
眼",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.23195669532704,0.129755265086003,0.227138676927843,0.0386571655090538,0.904327481006699,0.227138676927843,TRUE,2,2,2,2,11,7.2,+0.23,Bard1,+0.23
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.78406212540916,0.11323265265695,-0.126869241388081,0.603467964183655,0.970293140621489,,FALSE,1,1,1,1,9,7.8,"",Bard1,-0.13
Femoral skin,"Femoral skin
股部皮肤",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.44587233003185,0.127294533121308,-0.759525041813294,0.0643783678540677,0.989831918842017,,FALSE,1,1,1,1,2,7.4,"",Bard1,-0.76
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.22272907950976,0.0595466747264542,-0.0390275510500863,0.924318668821046,1,,FALSE,1,1,1,1,6,3.2,"",Bard1,-0.04
Heart,"Heart
心脏",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.74790340149547,0.155636058920592,0.522292912676284,0.471476196455473,0.955573514221196,,FALSE,1,1,1,1,3,3.7,"",Bard1,+0.52
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,5.08932562145184,0.250743575215272,-0.313933723368871,0.430785899517057,1,,FALSE,1,2,1,2,10,5.1,"",Bard1,-0.31
Kidney,"Kidney
肾脏",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,5.86754077961445,0.125703581231245,0.0167059364544829,0.202966336557196,0.702030453096635,,FALSE,4,9,4,9,55,5.9,"",Bard1,+0.02
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.78253720870935,0.157850421669379,-0.213876515831121,0.389856951480911,0.926970104417242,,FALSE,2,3,2,3,24,3.8,"",Bard1,-0.21
Liver,"Liver
肝脏",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.55113334001826,0.033427172949995,-0.241740854418576,0.685787326620496,1,,FALSE,3,5,3,5,19,3.6,"",Bard1,-0.24
Lung,"Lung
肺",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,6.48240171988899,0.169498941740125,-0.123131482986501,0.529593493349241,1,,FALSE,1,2,1,2,14,6.5,"",Bard1,-0.12
Mammary gland,"Mammary gland
乳腺",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,5.91249294790837,0.110165905198899,-0.111095379698564,0.804940256999936,0.983371070435357,,FALSE,1,2,1,2,10,5.9,"",Bard1,-0.11
Optic nerve,"Optic nerve
视神经",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,5.81959161527753,0,-0.353351545513047,0.244475124152704,0.872580130235521,,FALSE,1,1,1,1,5,5.8,"",Bard1,-0.35
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.23332346956809,0,-0.132467974293837,0.681624137787058,0.851867118348205,,FALSE,1,1,1,1,9,3.2,"",Bard1,-0.13
Retina,"Retina
视网膜",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,5.74409939847776,0.182706629948744,0.0388356411406641,0.776677827789228,0.944667394027759,,FALSE,4,4,4,4,27,5.7,"",Bard1,+0.04
Soleus,"Soleus
比目鱼肌",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,4.00976294229749,0.0329651871043224,0.470341869416865,0.00101074495112387,0.00687797512330606,0.470341869416865,TRUE,3,3,3,3,18,4.0,+0.47,Bard1,+0.47
Spleen,"Spleen
脾脏",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,8.02217107345755,0.298872805647953,0.570523633833384,0.0261587096078315,0.423968265063636,0.570523633833384,TRUE,1,1,1,1,9,8.0,+0.57,Bard1,+0.57
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.63534961685974,0.0443149863779402,-0.237319420831345,0.60964553887543,0.997780565025328,,FALSE,1,1,1,1,10,3.6,"",Bard1,-0.24
Thymus,"Thymus
胸腺",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,7.30540089473413,0.312433328114627,-1.38467485697779,2.10843650018202e-09,2.66411709127081e-07,-1.38467485697779,TRUE,3,4,3,4,23,7.3,-1.38,Bard1,-1.38
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,13,BARD1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,3.0538580333547,0.0227541582907879,0.161691761003001,0.654778544338921,0.951073061409328,,FALSE,1,1,1,1,9,3.1,"",Bard1,+0.16
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.39507934417143,0.132187663510612,-0.111099296948887,0.441484568486213,0.795755993387964,,FALSE,2,2,2,2,14,6.4,"",Palb2,-0.11
Bone marrow,"Bone marrow
骨髓",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.93275920927936,0.288800277066601,-0.166281448964267,0.192674281333226,0.45068856409917,,FALSE,1,1,1,1,6,7.9,"",Palb2,-0.17
Cecum,"Cecum
盲肠",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.79294607968224,0.0372878570930511,-0.371482197458324,0.146156859713981,1,,FALSE,1,1,1,1,5,5.8,"",Palb2,-0.37
Cerebellum,"Cerebellum
小脑",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.3566119131214,0.43785697730589,0.158997994562108,0.346617642475908,0.807290243968647,,FALSE,1,1,1,1,9,7.4,"",Palb2,+0.16
Colon,"Colon
结肠",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.42407657400051,0.0992963666392905,-0.1098076943013,0.697427248524937,1,,FALSE,1,1,1,1,4,7.4,"",Palb2,-0.11
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.40952525506584,0.0647431825281393,0.0589944405935275,0.354729671950243,1,,FALSE,2,5,2,5,30,7.4,"",Palb2,+0.06
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.04811403876496,0.207848677364395,-0.211763903181561,0.181268663239329,0.474639438949279,,FALSE,2,2,2,2,15,5.0,"",Palb2,-0.21
Eye,"Eye
眼",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.65085144289855,0.210088124399747,0.135767698323401,0.260013152181238,0.999687556394716,,FALSE,2,2,2,2,11,7.7,"",Palb2,+0.14
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.4505645552703,0.0215772210901083,0.00700445597930873,0.955611874096652,0.994829911954515,,FALSE,1,1,1,1,9,7.5,"",Palb2,+0.01
Femoral skin,"Femoral skin
股部皮肤",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.26069520983123,0.081749168760126,-0.283823748151393,0.297284491491322,1,,FALSE,1,1,1,1,2,7.3,"",Palb2,-0.28
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,3.27080364515157,0.0671404659851234,1.00649311621333,0.994663752874137,1,,FALSE,1,2,1,2,10,3.3,"",Palb2,+1.01
Heart,"Heart
心脏",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,3.5935731111168,0.132056959070216,-0.012073604300753,0.985936181467676,0.999266699737481,,FALSE,1,1,1,1,3,3.6,"",Palb2,-0.01
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.21082224666213,0.267511462551877,-0.0524699911037583,0.86004857764229,1,,FALSE,1,2,1,2,10,5.2,"",Palb2,-0.05
Kidney,"Kidney
肾脏",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.096056350512,0.164387371868883,0.0239067959069057,0.964189698518213,1,,FALSE,4,9,4,9,55,6.1,"",Palb2,+0.02
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,4.45674139424208,0.250456553613964,-0.298101931527581,0.0785868913498572,0.460961234574006,,FALSE,2,3,2,3,24,4.5,"",Palb2,-0.30
Liver,"Liver
肝脏",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,4.2649063515826,0.146678327401923,-0.0905174768479165,0.952324374147481,1,,FALSE,3,5,3,5,19,4.3,"",Palb2,-0.09
Lung,"Lung
肺",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.69583574730756,0.20967619465344,-0.010724452484605,0.937894392341165,1,,FALSE,1,2,1,2,14,6.7,"",Palb2,-0.01
Mammary gland,"Mammary gland
乳腺",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.60930603348565,0.229376304586423,-0.319385700380398,0.195701597848757,0.678849048029525,,FALSE,1,2,1,2,10,6.6,"",Palb2,-0.32
Optic nerve,"Optic nerve
视神经",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.76244539633843,0.166889692875742,0.0381766927602994,0.897710824290644,1,,FALSE,1,1,1,1,5,6.8,"",Palb2,+0.04
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.16759896637488,0.236593467594663,0.461422674255218,0.0260747373007784,0.115817554874741,0.461422674255218,TRUE,1,1,1,1,9,5.2,+0.46,Palb2,+0.46
Retina,"Retina
视网膜",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,7.17393016756658,0.41271944803737,0.0631352280984488,0.521546868693961,0.853152968286246,,FALSE,4,4,4,4,27,7.2,"",Palb2,+0.06
Soleus,"Soleus
比目鱼肌",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,4.70296183228528,0.144147038437958,0.393554254425152,0.077952023642668,0.19949872119174,,FALSE,3,3,3,3,18,4.7,"",Palb2,+0.39
Spleen,"Spleen
脾脏",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,8.29638550654931,0.366490039361075,0.223235971357648,0.148889541877707,0.80258212185933,,FALSE,1,1,1,1,9,8.3,"",Palb2,+0.22
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,4.51592157823517,0.229783699755186,0.399898607013528,0.399394567945136,0.993779040229482,,FALSE,1,1,1,1,10,4.5,"",Palb2,+0.40
Thymus,"Thymus
胸腺",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.51134512438632,0.0899181779895415,-0.451557398462072,0.0665062655736032,0.234091468261743,,FALSE,3,4,3,4,23,6.5,"",Palb2,-0.45
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,14,PALB2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.16400684525644,0.279271885675889,0.698925227775433,0.106009105858465,0.458774527375473,,FALSE,1,1,1,1,9,5.2,"",Palb2,+0.70
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.2229154032407,0.41403059554349,0.202385427745463,0.0967663415812656,0.445260694697742,,FALSE,2,2,2,2,14,8.2,"",Blm,+0.20
Bone marrow,"Bone marrow
骨髓",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,9.5395953011249,0.802102369040747,-0.36381588576757,0.00939451499620838,0.0606695976912499,-0.36381588576757,TRUE,1,1,1,1,6,9.5,-0.36,Blm,-0.36
Cecum,"Cecum
盲肠",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.08762696254015,0.1292006195447,-0.842239899093278,0.0433735822155699,0.974282899798913,-0.842239899093278,TRUE,1,1,1,1,5,6.1,-0.84,Blm,-0.84
Cerebellum,"Cerebellum
小脑",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,9.24677172057149,0.740175300246906,0.345893485227205,0.00193238454977745,0.0513144907015067,0.345893485227205,TRUE,1,1,1,1,9,9.2,+0.35,Blm,+0.35
Colon,"Colon
结肠",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.65383767452728,0.167245651821296,0.336739569844842,0.274618271093048,1,,FALSE,1,1,1,1,4,7.7,"",Blm,+0.34
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.59375444419441,0.361539323152442,-0.0349642691459485,0.982839525147696,1,,FALSE,2,5,2,5,30,8.6,"",Blm,-0.03
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.17572401573411,0.471347252302673,0.141887625046911,0.213910958366588,0.51839404216874,,FALSE,2,2,2,2,15,7.2,"",Blm,+0.14
Eye,"Eye
眼",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.7278141895726,0.416620904570117,0.010050268589374,0.478238565553489,0.999687556394716,,FALSE,2,2,2,2,11,8.7,"",Blm,+0.01
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.66417647257452,0.355115255531756,-0.0663569494866296,0.740431111669563,0.982798165923748,,FALSE,1,1,1,1,9,8.7,"",Blm,-0.07
Femoral skin,"Femoral skin
股部皮肤",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.35454374098736,0.350787427123118,-0.317943205368065,0.506620328346985,1,,FALSE,1,1,1,1,2,8.4,"",Blm,-0.32
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,4.63833483508606,0.283153783161109,-0.067139527083865,0.486378778519055,1,,FALSE,1,2,1,2,10,4.6,"",Blm,-0.07
Heart,"Heart
心脏",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,4.75770087291955,0.309916306491853,-0.170445322229604,0.792315897360344,0.989368794616336,,FALSE,1,1,1,1,3,4.8,"",Blm,-0.17
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.2755292738296,0.414452889502093,0.131709233825815,0.548436922317325,1,,FALSE,1,2,1,2,10,6.3,"",Blm,+0.13
Kidney,"Kidney
肾脏",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.67814456688861,0.262924984017178,0.336875231221538,0.00588451252445313,0.177667816352609,0.336875231221538,TRUE,4,9,4,9,55,6.7,+0.34,Blm,+0.34
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.86467224727982,0.581200810435291,0.840723650443346,0.000100919300195807,0.00765558987913914,0.840723650443346,TRUE,2,3,2,3,24,6.9,+0.84,Blm,+0.84
Liver,"Liver
肝脏",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,5.82148160354811,0.393653123899262,0.163732660836135,0.326359562697704,1,,FALSE,3,5,3,5,19,5.8,"",Blm,+0.16
Lung,"Lung
肺",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.4456633445483,0.350825257809353,0.187600599839784,0.40067784245285,1,,FALSE,1,2,1,2,14,7.4,"",Blm,+0.19
Mammary gland,"Mammary gland
乳腺",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.6197883318888,0.402249060365493,-0.164627896398703,0.584515888783257,0.933696383250641,,FALSE,1,2,1,2,10,7.6,"",Blm,-0.16
Optic nerve,"Optic nerve
视神经",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.19884327436729,0.432592208503679,0.380764548368137,0.254342259165127,0.879582597141764,,FALSE,1,1,1,1,5,8.2,"",Blm,+0.38
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.2987876764405,0.505673922662549,0.877070282624673,8.05916312891931e-06,0.00019702321357885,0.877070282624673,TRUE,1,1,1,1,9,7.3,+0.88,Blm,+0.88
Retina,"Retina
视网膜",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.6153235962359,0.644592318358894,0.0413995757502776,0.382623729701362,0.781581987039674,,FALSE,4,4,4,4,27,8.6,"",Blm,+0.04
Soleus,"Soleus
比目鱼肌",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.30763258649522,0.401519443112675,0.483393522912033,0.00778267786981474,0.0366550127569482,0.483393522912033,TRUE,3,3,3,3,18,6.3,+0.48,Blm,+0.48
Spleen,"Spleen
脾脏",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.64769862962839,0.453118672587597,0.345360801778937,0.234564785684407,0.906314198227471,,FALSE,1,1,1,1,9,8.6,"",Blm,+0.35
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,5.50555742325678,0.438223776136299,-0.146694303063082,0.583767188566022,0.993779040229482,,FALSE,1,1,1,1,10,5.5,"",Blm,-0.15
Thymus,"Thymus
胸腺",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.61522946159072,0.399255378456175,-0.969841937638699,1.80438385315238e-05,0.000573612770946353,-0.969841937638699,TRUE,3,4,3,4,23,7.6,-0.97,Blm,-0.97
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,15,BLM,Blm,ENSMUSG00000030528,MGI:1328362,12144,7.17695552048193,0.523973594199627,0.737566778935152,8.48265698668345e-10,2.51047192587287e-07,0.737566778935152,TRUE,1,1,1,1,9,7.2,+0.74,Blm,+0.74
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.62871723565325,0.0140185626265603,-0.0913391590264655,0.573135548715623,0.865086219657175,,FALSE,2,2,2,2,14,5.6,"",Rad51,-0.09
Bone marrow,"Bone marrow
骨髓",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,8.57292611978848,0.493300920314876,-0.456041620397978,0.000224198808840022,0.00365941035098825,-0.456041620397978,TRUE,1,1,1,1,6,8.6,-0.46,Rad51,-0.46
Cecum,"Cecum
盲肠",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.8625488757566,0.0589973931834459,-0.0263767728807591,0.933287931912147,1,,FALSE,1,1,1,1,5,5.9,"",Rad51,-0.03
