Tissue,OSD_Accession,Analysis_Unit_ID,Condition,Is_Technical_Replicate,n_BER,n_NER,n_MMR,n_FA,n_HR,n_AEJ,n_NHEJ
Soleus,OSD-770,OSD-770,Ground,False,53,53,27,37,127,9,17
Kidney,OSD-771,OSD-771,Flight,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771,Flight,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Flight,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Flight,False,52,53,26,39,134,9,17
Kidney,OSD-771,OSD-771,Flight,False,53,53,26,39,134,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,26,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,26,39,134,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,27,39,133,9,17
Kidney,OSD-771,OSD-771,Ground,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Flight,False,53,53,27,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Flight,False,53,53,26,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Flight,False,53,53,27,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Flight,False,53,53,27,39,132,9,17
Kidney,OSD-771,OSD-771__age_29w,Flight,False,51,53,27,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,26,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,26,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,27,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,53,53,27,39,132,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,51,53,27,39,133,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,26,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,27,39,132,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,52,53,27,39,134,9,17
Kidney,OSD-771,OSD-771__age_29w,Ground,False,51,53,27,39,134,9,17
Cecum,OSD-899,OSD-899,Flight,False,53,53,27,39,132,9,17
Cecum,OSD-899,OSD-899,Flight,False,52,53,27,39,135,9,17
Cecum,OSD-899,OSD-899,Flight,False,51,53,26,36,126,9,17
Cecum,OSD-899,OSD-899,Flight,False,52,53,26,38,133,9,17
Cecum,OSD-899,OSD-899,Flight,False,52,53,26,38,133,9,17
Cecum,OSD-899,OSD-899,Ground,False,52,53,26,39,134,9,17
Cecum,OSD-899,OSD-899,Ground,False,53,53,26,39,129,9,17
Cecum,OSD-899,OSD-899,Ground,False,52,53,26,39,131,9,17
Cecum,OSD-899,OSD-899,Ground,False,52,53,27,39,132,9,17
Cecum,OSD-899,OSD-899,Ground,False,52,53,27,38,132,9,17
Lung,OSD-900,OSD-900,Flight,False,52,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Flight,False,53,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Flight,False,53,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Flight,False,53,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Flight,False,53,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Ground,False,53,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Ground,False,53,53,27,39,133,9,17
Lung,OSD-900,OSD-900,Ground,False,52,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Ground,False,52,53,27,39,134,9,17
Lung,OSD-900,OSD-900,Ground,False,52,53,27,39,133,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,53,52,26,39,128,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,53,53,27,39,131,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,52,52,26,38,130,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,53,53,27,39,131,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,53,53,27,39,131,9,17
Extensor digitorum longus,OSD-99,OSD-99,Flight,False,52,52,27,39,128,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,51,53,26,38,130,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,52,53,27,37,128,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,52,53,26,37,128,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,50,53,26,38,129,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,53,53,27,39,130,9,17
Extensor digitorum longus,OSD-99,OSD-99,Ground,False,52,53,27,37,127,9,17
